text,polarity,magnitude
"Having been written in haste, the book has a lot of errors.",-1,0.7
"As it was written in haste, the book has many faults.",-1,0.8
"Having been written in a hurry, this letter has many mistakes in it.",-1,0.9
"As it had been written in haste, the report was poor.",-1,0.9
I must hurry to class.,1,0.6
Let's finish up in a hurry.,1,0
It is better to take your time than to hurry and make mistakes.,-1,0.1
Hurry along or you'll be late.,1,0
There is no need to draw a hasty conclusion.,-1,0
I hurried home.,1,0
It's better to take your time than to hurry and make mistakes.,-1,0
I rushed out of my house.,-1,0
I hurried and managed to catch the bus.,-1,0
Let's catch a quick bite.,1,0.4
Let's get something quick to drink.,1,0.1
I hurried to the station only to find that the train had already left.,-1,0.5
"As it was printed in haste, the book has many misprints.",-1,0.1
I avoid crossing the street here if I am in a hurry.,-1,0.8
Be more careful. Rushing through things is going to ruin your work.,-1,1.1
Haste makes waste.,-1,0.9
"If you run fast, you can catch the train.",1,0.2
"Hurry up, Tom.",1,0.1
I have an urgent matter to attend to.,-1,0.2
Please hurry.,-1,0.4
Our bus comes late particularly when we are in a hurry.,1,0
We've really got to step on it.,1,0.2
Are you in a hurry?,-1,0.3
That sort of thing can happen when you are in haste.,-1,0
"When you're in a hurry, it's easy to make a mistake.",1,0.6
People who are not in a hurry stand on the right side of the escalator.,1,0
We'd better make some time.,1,0
Hurry up. The train leaves in ten minutes. We don't want to miss it.,-0.2,1.2
Hurry up. We've little time to waste.,-0.6,0.9
"Hurry up, or we'll be late.",-1,0
Hurry up! Here comes the bus.,0.6,0.5
You had better hurry. The train leaves at three.,-1,0.5
"Even though she rushed, the elderly woman missed the last train.",-1,0.8
All my haste was in vain.,-1,0.1
In my hurry I bumped into someone.,-1,0.3
In the palace live the king and the queen.,1,0.2
The palace has a tall tower.,1,0.3
Miyazaki is not what it used to be.,-1,0.9
Blotting paper absorbs ink.,1,0.1
Legends of vampires flourish in the Balkans.,1,0
I will help you all I can.,1,0.5
"Instead of taking a rest, he worked much harder than usual.",-1,0.7
You just need a good rest.,-1,0
We are looking forward to the holidays.,1,0.6
Enjoy your holidays.,1,0.7
It will do you good to have a holiday.,1,0.6
Did you enjoy your holiday?,-1,0.3
She agreed with him about the holiday plan.,1,0.6
I'm just sorting out some suitable clothes to take on holiday.,-1,0.2
I'd like to spend my holidays reading history books or classics.,1,0.8
The holiday traffic crawled along the highway.,-1,0.2
If we would rest a little we would feel surely very much refreshed.,1,0.8
Take a rest.,-1,0.3
The closing of school was due to the heavy snow.,-1,0.1
He stayed there during the vacation.,1,0.2
"During the interval, Takashi and Harumi got a drink at the theater bar.",1,0.1
"If you work too long without a rest, it begins to tell on you.",-1,0.6
"You have only a short rest, so make the best of it.",1,0.8
Pretty soon we'd better wrap up this break and get back to work.,1,0.1
When is the intermission?,-1,0.2
Let's have some coffee during recess.,1,0
Shall we take a rest?,-1,0.4
Let's take a break for coffee.,1,0
I move that the meeting adjourn.,1,0.1
What did you do on your vacation?,-1,0.4
I spent idle days during the vacation.,1,0.3
"In the vacation, I read the entire works of Milton.",1,0.1
During the vacation my sister and I stayed at a small village at the foot of Mt. Fuji.,1,0.2
"While we were on holiday, a neighbor took care of our cat.",-1,0
Let's take advantage of the vacation to mow the lawn.,1,0
The number of students who travel abroad for vacation is increasing.,1,0.3
Let's take advantage of the vacation to go on a hike.,1,0.2
Please cut short your vacation and return.,-1,0.9
"If you don't take a vacation, you'll collapse.",-1,0.2
Enjoy your vacation.,1,0.6
It's costing me a lot to spend the holidays.,1,0.1
We argued with each other about the best place for a holiday.,1,0.8
How did you spend your vacation?,-1,0.6
Where do you suppose you'll spend your vacation?,-1,0.9
Can you extend your holiday by a few days?,1,0
Make the most of your vacation.,1,0
The vacation is close to an end.,1,0
The holidays came to an end at last.,1,0.4
We have five days to go before the holidays.,1,0.2
The holidays seem to be doing her health good.,1,0.6
"We must make the most of our vacation, as it is so short.",-1,0.4
I'll be only too pleased to help you.,1,0.1
Where are you going on vacation?,-1,0.7
How was your vacation?,-1,0.6
The holidays always end all too soon.,1,0.5
How did you enjoy your vacation?,-1,0.6
The holidays ended all too soon.,1,0.2
The holiday ended all too soon.,-1,0.1
My vacation went by quickly.,1,0.4
The vacation came to an end all too soon.,1,0
My wife and I agreed on a holiday plan.,1,0.7
Tell me what you did on your holidays.,1,0
Have you made up your mind where to go for the holidays?,1,0.1
Would you look after my children while I am away on vacation?,-1,0.3
"When I go on vacation, I'll rent a car.",-1,0
Do you sometimes go abroad on your holidays?,1,0.3
She was very brown after her holiday.,1,0.3
"When the vacation is over, I will catch up with a lot of work.",-1,0.2
"When I return from vacation, I shall have to catch up with a lot of work.",-1,0.3
May I take a rest?,-1,0.4
Who is absent?,-1,0.3
Stand at ease!,1,0.4
Will this cover the holiday expenses?,1,0.6
Where are you going to go on your vacation?,-1,0.7
He is lively during recess.,1,0.4
Taking a little time off?,-1,0.2
I did nothing during the holidays.,-1,0.1
There are many tourists in the city on holidays.,-1,0.4
What do you usually do on holidays?,-1,0.2
"In her leisure time, she enjoys swimming and tennis.",1,0.8
Please come and see us sometime during the vacation.,1,0.1
Do you feel like resting?,-1,0.3
Too much rest is rust.,-1,0.7
Too long a holiday makes one reluctant to start work again.,-1,0.5
The holiday continues to be very boring.,-1,0.9
I'm dying to see Kumiko.,-1,0.1
Kumi did not talk about her club.,-1,0.7
Hearing this song after so long really brings back the old times.,-1,0.7
After a long absence he came back.,-1,0.4
An old friend of mine dropped in on me for the first time in ages.,-1,0.1
"It's been so long since we've met, let's have a drink or two and talk about the good old days.",1,0.2
I haven't seen him for a long time.,1,0.1
Please forgive me for not having written for a long time.,1,0.4
Will Mr Oka teach English?,1,0
"After running up the hill, I was completely out of breath.",-1,0.7
The hills are bathed in sunlight.,-1,0
The hill lay covered with snow.,1,0.5
The hill slopes downward to the river.,1,0.2
The hill was all covered with snow.,1,0
The hill glows with autumnal colors.,1,0.9
The hill is always green.,-1,0.2
You see a white building at the foot of the hill.,-1,0.2
The wind blew harder yet when we reached the top of the hill.,-1,0.2
The building which stands on the hillside is our school.,1,0.1
A castle stands a little way up the hill.,1,0.6
Our school on the hill commands a full view of Mt. Fuji.,1,0.1
The building on the hill is our school.,1,0
The old church on the hill dates back to the twelfth century.,-1,0.6
That church on the hill is very old.,-1,0.8
"Situated on a hill, his house commands a fine view.",1,0.3
"Standing as it does on a hill, the hotel commands a fine view of the bay.",1,0
Look at that tower standing on the hill.,1,0.2
Look at that building standing on the hill.,1,0.2
There stands a beautiful church on the hill.,1,0.6
The house which stands on the hill is very old.,-1,0.7
Are there oak trees on the hill?,-1,0.2
There is a large house on the hill.,-1,0
There is a house on the hill.,1,0
His house was in sight from the top of the hill.,-1,0.1
"From the hill, we could see all the buildings in the city.",1,0
Lots of campers were parked all over the hill-side.,-1,0.9
A beautiful valley lies behind the hill.,1,0.2
We came in sight of the hill.,1,0.3
At the foot of the hill is a beautiful lake.,1,0.7
Lots of low trees grow on the hill.,-1,0
We can get a beautiful view of the sea from the hill.,1,0.6
My neck snapped when I did a headstand.,-1,0.1
"Paradoxically, he is right.",1,0.4
She carries on smiling even in the face of adversity.,1,0.7
"Despite adversity, the ingenious man achieved worldwide fame.",1,0.5
"Despite adversity, the architect achieved worldwide fame.",1,0.5
Adversity is the best school.,1,0.8
The converse is also true.,1,0.8
Please turn over.,-1,0.8
The footnotes are at the bottom of the page.,-1,0.6
Footnotes are notes at the foot of a page.,-1,0.5
Throw away the chairs whose legs are broken.,-1,0.7
I'll be about again when my leg heals.,-1,0.2
The guests wished the happy couple a long and prosperous life.,1,0.7
A flight attendant walks up to the boys.,1,0.9
"From an objective viewpoint, his argument was far from rational.",-1,0.4
The visitor sat across from me.,-1,0.2
Guests arrived by twos and threes.,1,0.6
The guests are all gone.,-1,0.8
The customer did not come.,-1,0.8
Customers stopped coming to our shop.,-1,0.9
The number of guests is 20.,-1,0.1
You should prepare a room for the visitor.,1,0.1
I saw some of the guests leave the banquet room.,1,0.1
She was pleased to be treated as a guest.,1,0.7
The visitors were greeted with warm handshakes.,1,0.3
"When the visitor entered the room, we stood to greet him.",1,0.4
Give me one kibidango.,-1,0
I've lost my filling.,-1,0.2
This tooth has to have a filling.,-1,0
"As I entered the café, I found two young men watching a wrestling match on television.",-1,0
"As I entered a tearoom, I found two young men watching a wrestling match on television.",1,0
I asked for a seat in the smoking section.,-1,0.1
"Smoking, please.",-1,0
Smoking or non-smoking?,-1,0.8
Is there a place I can smoke?,-1,0.2
Could we have a table in the smoking section?,-1,0.3
Smokers are far more likely to develop lung cancer than non-smokers are.,-1,0
"If people who smoke are deprived of their cigarettes, they get nervous and irritable.",1,0
Smokers take twice as many days off sick as non-smokers.,-1,0.6
Being in a room full of smokers is my pet peeve.,-1,0
I gave up smoking and I feel like a new man.,-1,0.1
The doctor told me to give up smoking.,-1,0.6
Please refrain from smoking.,-1,0.7
Smoking will do more harm than good.,-1,0.4
"You must give up smoking, as it is unhealthy.",-1,0.7
Smoking may be harmful to his heart.,1,0.6
Smoking has an ill effect upon health.,-1,0.2
It is said that smoking is bad for your health.,-1,0.9
Smoking is strictly prohibited.,-1,0.7
Smoking means suicide.,-1,0.1
Smoking is now banned on all domestic plane flights.,-1,0.9
Smoking is harmful to health.,-1,0.1
Smoking affects your health.,1,0.1
Smoking affects our health.,1,0.1
Don't forget the fact that smoking is bad for your health.,-1,0.8
Smoking is bad for the health.,-1,0.8
Smoking is a danger to your health.,1,0
Smoking will do you a lot of harm.,-1,0.4
Smoking has a great deal to do with cancer.,1,0.9
It's foolish to think that smoking has little to do with cancer.,-1,0.7
Smoking does damage your lungs.,-1,0.2
Smoking does you more harm than good.,-1,0.3
Smoking is bad for you.,-1,0.8
The habit of smoking is very difficult to get rid of.,-1,0.9
I wish I could break the habit of smoking.,1,0.3
"Smokers are as aware as anybody else of the disadvantages of their hobby, but manage to live with that knowledge for two main reasons.",1,0
Some people find it easier to grasp the short-term effects of smoking.,1,0.5
"Short-term effects of smoking include unfitness, wheezing, a general vulnerability to illness, bad breath, bad skin and so on.",-1,0.6
